Species,Trap,AddressNumberAndStreet,Latitude,Longitude,Depart,Sunrise,Sunset,CodeSum,roll_sum_21_PrecipTotal,roll_sum_28_PrecipTotal,roll_mean_7_Tmin,roll_mean_28_Tmin,roll_mean_28_Tavg,Month,Year,num_trap,roll_sum_14_num_trap,speciesXroll_sum_28_num_trap,KMeans,timediff
0,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98069498069498,0
0,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0
0,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412429378531073,0
0,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.482993197278912,0
0,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3988095238095237,0
0,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4941176470588236,0
0,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.492307692307692,0
0,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.607558139534884,0
0,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.492307692307692,0
0,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557971014492754,0
0,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.017441860465116,0
0,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.255813953488373,0
0,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.607558139534884,0
0,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.560975609756097,0
0,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.560975609756097,0
0,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027397260273973,0
0,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422459893048129,0
0,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05761316872428,0
0,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412429378531073,0
0,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.857142857142858,0
0,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.482993197278912,0
0,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511111111111111,0
0,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548192771084337,0
0,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.256410256410257,0
0,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035714285714286,0
0,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.467032967032967,0
0,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3988095238095237,0
0,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3988095238095237,0
0,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53287197231834,0
0,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.467032967032967,0
0,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548192771084337,0
0,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557971014492754,0
0,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.568493150684931,0
0,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.807881773399015,0
0,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05761316872428,0
0,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.607558139534884,0
0,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027397260273973,0
0,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.060109289617486,0
0,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027397260273973,0
0,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557971014492754,0
0,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766816143497758,0
0,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422459893048129,0
0,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367088607594937,0
0,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.910344827586208,0
0,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.467032967032967,0
0,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.256410256410257,0
0,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412429378531073,0
0,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0
0,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511111111111111,0
0,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53287197231834,0
0,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157657657657658,0
0,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766816143497758,0
0,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157657657657658,0
0,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157657657657658,0
0,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.607558139534884,0
0,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05761316872428,0
0,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157657657657658,0
0,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.560975609756097,0
0,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548192771084337,0
0,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53287197231834,0
0,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035714285714286,0
0,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3988095238095237,0
0,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98069498069498,0
0,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70873786407767,0
0,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.47945205479452,0
0,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.807881773399015,0
0,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035714285714286,0
0,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035714285714286,0
0,T044,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.807881773399015,0
0,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367088607594937,0
0,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.962728,-87.748367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.256410256410257,0
0,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.025547445255475,0
0,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766816143497758,0
0,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70873786407767,0
0,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.678378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.025547445255475,0
0,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.025547445255475,0
0,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.597560975609756,0
0,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.556097560975609,0
0,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.438356164383562,0
0,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.556097560975609,0
0,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.438356164383562,0
0,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0
0,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.776532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0
0,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274193548387097,0
0,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.025547445255475,0
0,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274193548387097,0
0,T076,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274193548387097,0
0,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274193548387097,0
0,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.036144578313253,0
0,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.974820143884892,0
0,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.651982378854626,0
0,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.651982378854626,0
0,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.974820143884892,0
0,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.60135135135135,0
0,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0
0,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766816143497758,0
0,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.47945205479452,0
0,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.910344827586208,0
0,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.604651162790697,0
0,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.543067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068181818181818,0
0,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068181818181818,0
0,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.982142857142858,0
0,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.982142857142858,0
0,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.910344827586208,0
0,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71875,0
0,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.438356164383562,0
0,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511111111111111,0
0,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.655356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.651982378854626,0
0,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.47945205479452,0
0,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068181818181818,0
0,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068181818181818,0
0,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.974820143884892,0
0,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.982142857142858,0
0,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.556097560975609,0
0,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.025547445255475,0
0,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.169642857142858,0
0,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4625,0
0,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.514666666666667,0
0,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62142857142857,0
0,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412429378531073,0
0,T222,"4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422459893048129,0
0,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.553398058252426,0
0,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.600963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.910344827586208,0
0,T224,"1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548192771084337,0
0,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.651982378854626,0
0,T229,"1100  S WALLACE ST, Chicago, IL",41.753411,-87.639817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05761316872428,0
0,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422459893048129,0
0,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.467032967032967,0
0,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4941176470588236,0
0,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.548192771084337,0
0,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.556097560975609,0
0,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274193548387097,0
0,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.482993197278912,0
0,T236,"6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0
0,T237,"2900  W 85TH ST, Chicago, IL",41.738903,-87.695443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.560975609756097,0
0,T238,"3400  W 77TH ST, Chicago, IL",41.753391,-87.707394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.438356164383562,0
0,T094B,"9600  S LONGWOOD DR, Chicago, IL",41.71914,-87.669539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.560975609756097,0
0,T054C,"2100  N CANNON DR, Chicago, IL",41.925652,-87.63359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.017441860465116,0
